task_type,arrival_time,metadata
object_detection,7.896,sample_image.jpg
object_detection,7.911,sample_image.jpg
object_detection,7.915,sample_image.jpg
object_detection,7.928,sample_image.jpg
object_detection,7.93,sample_image.jpg
object_detection,7.933,sample_image.jpg
object_detection,7.944,sample_image.jpg
object_detection,7.949,sample_image.jpg
object_detection,7.952,sample_image.jpg
object_detection,7.957,sample_image.jpg
object_detection,7.958,sample_image.jpg
object_detection,7.962,sample_image.jpg
object_detection,7.984,sample_image.jpg
object_detection,8.012,sample_image.jpg
object_detection,8.023,sample_image.jpg
object_detection,8.025,sample_image.jpg
object_detection,8.032,sample_image.jpg
object_detection,8.036,sample_image.jpg
object_detection,8.044,sample_image.jpg
object_detection,8.052,sample_image.jpg
object_detection,8.058,sample_image.jpg
object_detection,8.073,sample_image.jpg
object_detection,8.095,sample_image.jpg
object_detection,8.112,sample_image.jpg
object_detection,8.144,sample_image.jpg
object_detection,8.168,sample_image.jpg
object_detection,8.17,sample_image.jpg
object_detection,8.171,sample_image.jpg
object_detection,8.229,sample_image.jpg
object_detection,8.229,sample_image.jpg
object_detection,8.249,sample_image.jpg
object_detection,8.255,sample_image.jpg
object_detection,8.259,sample_image.jpg
object_detection,8.272,sample_image.jpg
object_detection,8.278,sample_image.jpg
object_detection,8.283,sample_image.jpg
object_detection,8.283,sample_image.jpg
object_detection,8.301,sample_image.jpg
object_detection,8.307,sample_image.jpg
object_detection,8.322,sample_image.jpg
object_detection,8.326,sample_image.jpg
object_detection,8.329,sample_image.jpg
object_detection,8.343,sample_image.jpg
object_detection,8.361,sample_image.jpg
object_detection,8.376,sample_image.jpg
object_detection,8.377,sample_image.jpg
object_detection,8.381,sample_image.jpg
object_detection,8.381,sample_image.jpg
object_detection,8.438,sample_image.jpg
object_detection,8.44,sample_image.jpg
object_detection,8.444,sample_image.jpg
object_detection,8.449,sample_image.jpg
object_detection,8.452,sample_image.jpg
object_detection,8.454,sample_image.jpg
object_detection,8.467,sample_image.jpg
object_detection,8.523,sample_image.jpg
object_detection,8.533,sample_image.jpg
object_detection,8.536,sample_image.jpg
object_detection,8.551,sample_image.jpg
object_detection,8.561,sample_image.jpg
object_detection,8.562,sample_image.jpg
object_detection,8.568,sample_image.jpg
object_detection,8.573,sample_image.jpg
object_detection,8.579,sample_image.jpg
object_detection,8.581,sample_image.jpg
object_detection,8.589,sample_image.jpg
object_detection,8.601,sample_image.jpg
object_detection,8.618,sample_image.jpg
object_detection,8.632,sample_image.jpg
object_detection,8.632,sample_image.jpg
object_detection,8.648,sample_image.jpg
object_detection,8.659,sample_image.jpg
object_detection,8.668,sample_image.jpg
object_detection,8.668,sample_image.jpg
object_detection,8.668,sample_image.jpg
object_detection,8.67,sample_image.jpg
object_detection,8.673,sample_image.jpg
object_detection,8.674,sample_image.jpg
object_detection,8.677,sample_image.jpg
object_detection,8.679,sample_image.jpg
object_detection,8.697,sample_image.jpg
object_detection,8.699,sample_image.jpg
object_detection,8.72,sample_image.jpg
object_detection,8.723,sample_image.jpg
object_detection,8.724,sample_image.jpg
object_detection,8.737,sample_image.jpg
object_detection,8.744,sample_image.jpg
object_detection,8.753,sample_image.jpg
object_detection,8.758,sample_image.jpg
object_detection,8.766,sample_image.jpg
object_detection,8.782,sample_image.jpg
object_detection,8.784,sample_image.jpg
object_detection,8.787,sample_image.jpg
object_detection,8.8,sample_image.jpg
object_detection,8.804,sample_image.jpg
object_detection,8.813,sample_image.jpg
object_detection,8.817,sample_image.jpg
object_detection,8.818,sample_image.jpg
object_detection,8.825,sample_image.jpg
object_detection,8.837,sample_image.jpg
object_detection,8.884,sample_image.jpg
object_detection,8.887,sample_image.jpg
object_detection,8.893,sample_image.jpg
object_detection,8.901,sample_image.jpg
object_detection,8.91,sample_image.jpg
object_detection,8.911,sample_image.jpg
object_detection,8.924,sample_image.jpg
object_detection,8.927,sample_image.jpg
object_detection,8.94,sample_image.jpg
object_detection,8.943,sample_image.jpg
object_detection,8.947,sample_image.jpg
object_detection,8.948,sample_image.jpg
object_detection,8.952,sample_image.jpg
object_detection,8.967,sample_image.jpg
object_detection,8.975,sample_image.jpg
object_detection,9.011,sample_image.jpg
object_detection,9.023,sample_image.jpg
object_detection,9.029,sample_image.jpg
object_detection,9.035,sample_image.jpg
object_detection,9.065,sample_image.jpg
object_detection,9.067,sample_image.jpg
object_detection,9.074,sample_image.jpg
object_detection,9.096,sample_image.jpg
object_detection,9.109,sample_image.jpg
object_detection,9.12,sample_image.jpg
object_detection,9.128,sample_image.jpg
object_detection,9.13,sample_image.jpg
object_detection,9.14,sample_image.jpg
object_detection,9.141,sample_image.jpg
object_detection,9.152,sample_image.jpg
object_detection,9.154,sample_image.jpg
object_detection,9.157,sample_image.jpg
object_detection,9.158,sample_image.jpg
object_detection,9.165,sample_image.jpg
object_detection,9.169,sample_image.jpg
object_detection,9.176,sample_image.jpg
object_detection,9.183,sample_image.jpg
object_detection,9.189,sample_image.jpg
object_detection,9.194,sample_image.jpg
object_detection,9.197,sample_image.jpg
object_detection,9.198,sample_image.jpg
object_detection,9.215,sample_image.jpg
object_detection,9.216,sample_image.jpg
object_detection,9.241,sample_image.jpg
object_detection,9.247,sample_image.jpg
object_detection,9.253,sample_image.jpg
object_detection,9.254,sample_image.jpg
object_detection,9.265,sample_image.jpg
object_detection,9.268,sample_image.jpg
object_detection,9.269,sample_image.jpg
object_detection,9.282,sample_image.jpg
object_detection,9.287,sample_image.jpg
object_detection,9.296,sample_image.jpg
object_detection,9.303,sample_image.jpg
object_detection,9.303,sample_image.jpg
object_detection,9.317,sample_image.jpg
object_detection,9.32,sample_image.jpg
object_detection,9.359,sample_image.jpg
object_detection,9.389,sample_image.jpg
object_detection,9.402,sample_image.jpg
object_detection,9.415,sample_image.jpg
object_detection,9.415,sample_image.jpg
object_detection,9.424,sample_image.jpg
object_detection,9.437,sample_image.jpg
object_detection,9.437,sample_image.jpg
object_detection,9.444,sample_image.jpg
object_detection,9.487,sample_image.jpg
object_detection,9.488,sample_image.jpg
object_detection,9.496,sample_image.jpg
object_detection,9.497,sample_image.jpg
object_detection,9.5,sample_image.jpg
object_detection,9.512,sample_image.jpg
object_detection,9.514,sample_image.jpg
object_detection,9.521,sample_image.jpg
object_detection,9.552,sample_image.jpg
object_detection,9.561,sample_image.jpg
object_detection,9.57,sample_image.jpg
object_detection,9.59,sample_image.jpg
object_detection,9.618,sample_image.jpg
object_detection,9.619,sample_image.jpg
object_detection,9.623,sample_image.jpg
object_detection,9.624,sample_image.jpg
object_detection,9.646,sample_image.jpg
object_detection,9.663,sample_image.jpg
object_detection,9.717,sample_image.jpg
object_detection,9.734,sample_image.jpg
object_detection,9.735,sample_image.jpg
object_detection,9.762,sample_image.jpg
object_detection,9.762,sample_image.jpg
object_detection,9.77,sample_image.jpg
object_detection,9.785,sample_image.jpg
object_detection,9.807,sample_image.jpg
object_detection,9.81,sample_image.jpg
object_detection,9.821,sample_image.jpg
object_detection,9.822,sample_image.jpg
object_detection,9.832,sample_image.jpg
object_detection,9.834,sample_image.jpg
object_detection,9.839,sample_image.jpg
object_detection,9.875,sample_image.jpg
object_detection,9.875,sample_image.jpg
object_detection,9.878,sample_image.jpg
object_detection,9.885,sample_image.jpg
object_detection,9.886,sample_image.jpg
object_detection,9.913,sample_image.jpg
object_detection,9.923,sample_image.jpg
object_detection,9.929,sample_image.jpg
object_detection,9.945,sample_image.jpg
object_detection,9.957,sample_image.jpg
object_detection,9.971,sample_image.jpg
object_detection,9.975,sample_image.jpg
object_detection,9.977,sample_image.jpg
object_detection,9.977,sample_image.jpg
object_detection,9.978,sample_image.jpg
object_detection,9.981,sample_image.jpg
object_detection,9.991,sample_image.jpg
object_detection,10.02,sample_image.jpg
object_detection,10.044,sample_image.jpg
object_detection,10.077,sample_image.jpg
object_detection,10.082,sample_image.jpg
object_detection,10.092,sample_image.jpg
object_detection,10.096,sample_image.jpg
object_detection,10.097,sample_image.jpg
object_detection,10.098,sample_image.jpg
object_detection,10.107,sample_image.jpg
